"","n","k","Largos","distri"
"2413",40,18,17,1
"2414",40,18,45,1
"2415",40,18,22,1
"2416",40,18,14,1
"2417",40,18,82,1
"2418",40,18,10,1
"2419",40,18,12,1
"2420",40,18,41,1
"2421",40,18,18,1
"2422",40,18,3,1
"2423",40,18,12,1
"2424",40,18,37,1
"2425",40,18,2,1
"2426",40,18,8,1
"2427",40,18,11,1
"2428",40,18,18,1
"2429",40,18,22,1
"2430",40,18,33,1
"2431",40,18,24,1
"2432",40,18,20,1
"2433",40,18,33,1
"2434",40,18,11,1
"2435",40,18,35,1
"2436",40,18,5,1
"2437",40,18,11,1
"2438",40,18,26,1
"2439",40,18,16,1
"2440",40,18,5,1
"2441",40,18,32,1
"2442",40,18,24,1
"2443",40,18,87,1
"2444",40,18,5,1
"2445",40,18,5,1
"2446",40,18,13,1
"2447",40,18,6,1
"2448",40,18,28,1
"2449",40,18,14,1
"2450",40,18,6,1
"2451",40,18,10,1
"2452",40,18,3,1
"2453",40,18,13,1
"2454",40,18,25,1
"2455",40,18,27,1
"2456",40,18,19,1
"2457",40,18,97,1
"2458",40,18,51,1
"2459",40,18,60,1
"2460",40,18,5,1
"2461",40,18,63,1
"2462",40,18,11,1
"2463",40,18,23,1
"2464",40,18,10,1
"2465",40,18,17,1
"2466",40,18,46,1
"2467",40,18,7,1
"2468",40,18,27,1
"2469",40,18,18,1
"2470",40,18,14,1
"2471",40,18,20,1
"2472",40,18,10,1
"2473",40,18,17,1
"2474",40,18,15,1
"2475",40,18,11,1
"2476",40,18,15,1
"2477",40,18,4,1
"2478",40,18,10,1
"2479",40,18,16,1
"2480",40,18,2,1
"2481",40,18,25,1
"2482",40,18,21,1
"2483",40,18,7,1
"2484",40,18,12,1
"2485",40,18,21,1
"2486",40,18,10,1
"2487",40,18,8,1
"2488",40,18,10,1
"2489",40,18,16,1
"2490",40,18,10,1
"2491",40,18,11,1
"2492",40,18,14,1
"2493",40,18,18,1
"2494",40,18,61,1
"2495",40,18,29,1
"2496",40,18,8,1
"2497",40,18,24,1
"2498",40,18,26,1
"2499",40,18,4,1
"2500",40,18,23,1
"2501",40,18,2,1
"2502",40,18,36,1
"2503",40,18,55,1
"2504",40,18,14,1
"2505",40,18,10,1
"2506",40,18,6,1
"2507",40,18,18,1
"2508",40,18,27,1
"2509",40,18,8,1
"2510",40,18,14,1
"2511",40,18,9,1
"2512",40,18,12,1
"2513",40,18,12,1
"2514",40,18,8,1
"2515",40,18,17,1
"2516",40,18,23,1
"2517",40,18,15,1
"2518",40,18,7,1
"2519",40,18,11,1
"2520",40,18,10,1
"2521",40,18,9,1
"2522",40,18,94,1
"2523",40,18,11,1
"2524",40,18,63,1
"2525",40,18,31,1
"2526",40,18,38,1
"2527",40,18,14,1
"2528",40,18,35,1
"2529",40,18,18,1
"2530",40,18,13,1
"2531",40,18,23,1
"2532",40,18,24,1
"2533",40,18,16,1
"2534",40,18,3,1
"2535",40,18,19,1
"2536",40,18,8,1
"2537",40,18,11,1
"2538",40,18,13,1
"2539",40,18,21,1
"2540",40,18,13,1
"2541",40,18,5,1
"2542",40,18,39,1
"2543",40,18,9,1
"2544",40,18,13,1
"2545",40,18,17,1
"2546",40,18,12,1
"2547",40,18,29,1
"2548",40,18,55,1
"2549",40,18,49,1
"2550",40,18,58,1
"2551",40,18,26,1
"2552",40,18,12,1
"2553",40,18,50,1
"2554",40,18,12,1
"2555",40,18,17,1
"2556",40,18,16,1
"2557",40,18,15,1
"2558",40,18,64,1
"2559",40,18,8,1
"2560",40,18,3,1
"2561",40,18,29,1
"2562",40,18,25,1
"2563",40,18,10,1
"2564",40,18,9,1
"2565",40,18,22,1
"2566",40,18,15,1
"2567",40,18,9,1
"2568",40,18,28,1
"2569",40,18,4,1
"2570",40,18,31,1
"2571",40,18,16,1
"2572",40,18,7,1
"2573",40,18,17,1
"2574",40,18,109,1
"2575",40,18,5,1
"2576",40,18,4,1
"2577",40,18,20,1
"2578",40,18,7,1
"2579",40,18,106,1
"2580",40,18,9,1
"2581",40,18,14,1
"2582",40,18,10,1
"2583",40,18,21,1
"2584",40,18,14,1
"2585",40,18,12,1
"2586",40,18,18,1
"2587",40,18,14,1
"2588",40,18,69,1
"2589",40,18,13,1
"2590",40,18,3,1
"2591",40,18,13,1
"2592",40,18,27,1
"2593",40,18,4,1
"2594",40,18,19,1
"2595",40,18,11,1
"2596",40,18,8,1
"2597",40,18,19,1
"2598",40,18,37,1
"2599",40,18,23,1
"2600",40,18,16,1
"2601",50,18,45,1
"2602",50,18,126,1
"2603",50,18,16,1
"2604",50,18,26,1
"2605",50,18,19,1
"2606",50,18,20,1
"2607",50,18,57,1
"2608",50,18,15,1
"2609",50,18,48,1
"2610",50,18,8,1
"2611",50,18,3,1
"2612",50,18,35,1
"2613",50,18,54,1
"2614",50,18,14,1
"2615",50,18,13,1
"2616",50,18,5,1
"2617",50,18,16,1
"2618",50,18,14,1
"2619",50,18,13,1
"2620",50,18,3,1
"2621",50,18,53,1
"2622",50,18,14,1
"2623",50,18,11,1
"2624",50,18,17,1
"2625",50,18,9,1
"2626",50,18,24,1
"2627",50,18,13,1
"2628",50,18,13,1
"2629",50,18,8,1
"2630",50,18,9,1
"2631",50,18,10,1
"2632",50,18,42,1
"2633",50,18,24,1
"2634",50,18,24,1
"2635",50,18,21,1
"2636",50,18,9,1
"2637",50,18,30,1
"2638",50,18,5,1
"2639",50,18,15,1
"2640",50,18,37,1
"2641",50,18,9,1
"2642",50,18,19,1
"2643",50,18,6,1
"2644",50,18,10,1
"2645",50,18,18,1
"2646",50,18,27,1
"2647",50,18,34,1
"2648",50,18,9,1
"2649",50,18,43,1
"2650",50,18,20,1
"2651",50,18,16,1
"2652",50,18,5,1
"2653",50,18,7,1
"2654",50,18,16,1
"2655",50,18,14,1
"2656",50,18,22,1
"2657",50,18,22,1
"2658",50,18,5,1
"2659",50,18,11,1
"2660",50,18,44,1
"2661",50,18,8,1
"2662",50,18,17,1
"2663",50,18,15,1
"2664",50,18,3,1
"2665",50,18,71,1
"2666",50,18,5,1
"2667",50,18,37,1
"2668",50,18,6,1
"2669",50,18,18,1
"2670",50,18,26,1
"2671",50,18,12,1
"2672",50,18,10,1
"2673",50,18,41,1
"2674",50,18,15,1
"2675",50,18,8,1
"2676",50,18,13,1
"2677",50,18,10,1
"2678",50,18,17,1
"2679",50,18,12,1
"2680",50,18,21,1
"2681",50,18,81,1
"2682",50,18,15,1
"2683",50,18,2,1
"2684",50,18,6,1
"2685",50,18,6,1
"2686",50,18,4,1
"2687",50,18,10,1
"2688",50,18,10,1
"2689",50,18,20,1
"2690",50,18,21,1
"2691",50,18,110,1
"2692",50,18,17,1
"2693",50,18,12,1
"2694",50,18,6,1
"2695",50,18,21,1
"2696",50,18,5,1
"2697",50,18,74,1
"2698",50,18,36,1
"2699",50,18,8,1
"2700",50,18,17,1
"2701",50,18,6,1
"2702",50,18,31,1
"2703",50,18,35,1
"2704",50,18,37,1
"2705",50,18,8,1
"2706",50,18,6,1
"2707",50,18,30,1
"2708",50,18,2,1
"2709",50,18,123,1
"2710",50,18,33,1
"2711",50,18,5,1
"2712",50,18,25,1
"2713",50,18,33,1
"2714",50,18,35,1
"2715",50,18,70,1
"2716",50,18,20,1
"2717",50,18,13,1
"2718",50,18,6,1
"2719",50,18,7,1
"2720",50,18,7,1
"2721",50,18,8,1
"2722",50,18,15,1
"2723",50,18,3,1
"2724",50,18,7,1
"2725",50,18,141,1
"2726",50,18,35,1
"2727",50,18,18,1
"2728",50,18,6,1
"2729",50,18,88,1
"2730",50,18,27,1
"2731",50,18,17,1
"2732",50,18,8,1
"2733",50,18,8,1
"2734",50,18,8,1
"2735",50,18,13,1
"2736",50,18,13,1
"2737",50,18,16,1
"2738",50,18,8,1
"2739",50,18,7,1
"2740",50,18,3,1
"2741",50,18,14,1
"2742",50,18,8,1
"2743",50,18,6,1
"2744",50,18,4,1
"2745",50,18,3,1
"2746",50,18,5,1
"2747",50,18,27,1
"2748",50,18,16,1
"2749",50,18,41,1
"2750",50,18,29,1
"2751",50,18,18,1
"2752",50,18,11,1
"2753",50,18,9,1
"2754",50,18,30,1
"2755",50,18,10,1
"2756",50,18,11,1
"2757",50,18,77,1
"2758",50,18,6,1
"2759",50,18,18,1
"2760",50,18,16,1
"2761",50,18,41,1
"2762",50,18,23,1
"2763",50,18,14,1
"2764",50,18,6,1
"2765",50,18,6,1
"2766",50,18,5,1
"2767",50,18,20,1
"2768",50,18,13,1
"2769",50,18,8,1
"2770",50,18,12,1
"2771",50,18,22,1
"2772",50,18,15,1
"2773",50,18,10,1
"2774",50,18,9,1
"2775",50,18,6,1
"2776",50,18,25,1
"2777",50,18,12,1
"2778",50,18,21,1
"2779",50,18,4,1
"2780",50,18,11,1
"2781",50,18,45,1
"2782",50,18,6,1
"2783",50,18,5,1
"2784",50,18,9,1
"2785",50,18,11,1
"2786",50,18,5,1
"2787",50,18,25,1
"2788",50,18,17,1
"2789",50,18,13,1
"2790",50,18,13,1
"2791",50,18,15,1
"2792",50,18,14,1
"2793",50,18,31,1
"2794",50,18,18,1
"2795",50,18,23,1
"2796",50,18,12,1
"2797",50,18,8,1
"2798",50,18,16,1
"2799",50,18,7,1
"2800",50,18,12,1
"2801",60,18,6,1
"2802",60,18,6,1
"2803",60,18,36,1
"2804",60,18,19,1
"2805",60,18,10,1
"2806",60,18,24,1
"2807",60,18,46,1
"2808",60,18,21,1
"2809",60,18,13,1
"2810",60,18,7,1
"2811",60,18,13,1
"2812",60,18,19,1
"2813",60,18,12,1
"2814",60,18,15,1
"2815",60,18,6,1
"2816",60,18,20,1
"2817",60,18,19,1
"2818",60,18,16,1
"2819",60,18,8,1
"2820",60,18,8,1
"2821",60,18,4,1
"2822",60,18,18,1
"2823",60,18,7,1
"2824",60,18,9,1
"2825",60,18,5,1
"2826",60,18,11,1
"2827",60,18,19,1
"2828",60,18,51,1
"2829",60,18,14,1
"2830",60,18,10,1
"2831",60,18,18,1
"2832",60,18,10,1
"2833",60,18,21,1
"2834",60,18,17,1
"2835",60,18,3,1
"2836",60,18,4,1
"2837",60,18,25,1
"2838",60,18,18,1
"2839",60,18,23,1
"2840",60,18,7,1
"2841",60,18,5,1
"2842",60,18,7,1
"2843",60,18,7,1
"2844",60,18,12,1
"2845",60,18,8,1
"2846",60,18,8,1
"2847",60,18,12,1
"2848",60,18,12,1
"2849",60,18,24,1
"2850",60,18,14,1
"2851",60,18,17,1
"2852",60,18,99,1
"2853",60,18,33,1
"2854",60,18,14,1
"2855",60,18,19,1
"2856",60,18,4,1
"2857",60,18,6,1
"2858",60,18,14,1
"2859",60,18,3,1
"2860",60,18,46,1
"2861",60,18,18,1
"2862",60,18,21,1
"2863",60,18,14,1
"2864",60,18,13,1
"2865",60,18,6,1
"2866",60,18,5,1
"2867",60,18,13,1
"2868",60,18,6,1
"2869",60,18,16,1
"2870",60,18,10,1
"2871",60,18,10,1
"2872",60,18,45,1
"2873",60,18,9,1
"2874",60,18,6,1
"2875",60,18,15,1
"2876",60,18,17,1
"2877",60,18,66,1
"2878",60,18,19,1
"2879",60,18,16,1
"2880",60,18,11,1
"2881",60,18,7,1
"2882",60,18,12,1
"2883",60,18,15,1
"2884",60,18,17,1
"2885",60,18,45,1
"2886",60,18,12,1
"2887",60,18,18,1
"2888",60,18,9,1
"2889",60,18,53,1
"2890",60,18,5,1
"2891",60,18,17,1
"2892",60,18,18,1
"2893",60,18,51,1
"2894",60,18,12,1
"2895",60,18,11,1
"2896",60,18,9,1
"2897",60,18,38,1
"2898",60,18,16,1
"2899",60,18,67,1
"2900",60,18,41,1
"2901",60,18,20,1
"2902",60,18,27,1
"2903",60,18,8,1
"2904",60,18,24,1
"2905",60,18,5,1
"2906",60,18,21,1
"2907",60,18,11,1
"2908",60,18,6,1
"2909",60,18,11,1
"2910",60,18,10,1
"2911",60,18,89,1
"2912",60,18,23,1
"2913",60,18,9,1
"2914",60,18,14,1
"2915",60,18,16,1
"2916",60,18,6,1
"2917",60,18,12,1
"2918",60,18,91,1
"2919",60,18,10,1
"2920",60,18,12,1
"2921",60,18,12,1
"2922",60,18,28,1
"2923",60,18,6,1
"2924",60,18,23,1
"2925",60,18,24,1
"2926",60,18,62,1
"2927",60,18,6,1
"2928",60,18,18,1
"2929",60,18,10,1
"2930",60,18,32,1
"2931",60,18,9,1
"2932",60,18,17,1
"2933",60,18,15,1
"2934",60,18,7,1
"2935",60,18,110,1
"2936",60,18,11,1
"2937",60,18,8,1
"2938",60,18,20,1
"2939",60,18,3,1
"2940",60,18,14,1
"2941",60,18,15,1
"2942",60,18,30,1
"2943",60,18,10,1
"2944",60,18,18,1
"2945",60,18,15,1
"2946",60,18,12,1
"2947",60,18,11,1
"2948",60,18,16,1
"2949",60,18,19,1
"2950",60,18,14,1
"2951",60,18,110,1
"2952",60,18,15,1
"2953",60,18,25,1
"2954",60,18,8,1
"2955",60,18,8,1
"2956",60,18,9,1
"2957",60,18,12,1
"2958",60,18,14,1
"2959",60,18,17,1
"2960",60,18,14,1
"2961",60,18,13,1
"2962",60,18,6,1
"2963",60,18,8,1
"2964",60,18,13,1
"2965",60,18,23,1
"2966",60,18,29,1
"2967",60,18,5,1
"2968",60,18,4,1
"2969",60,18,11,1
"2970",60,18,9,1
"2971",60,18,8,1
"2972",60,18,21,1
"2973",60,18,16,1
"2974",60,18,25,1
"2975",60,18,27,1
"2976",60,18,4,1
"2977",60,18,7,1
"2978",60,18,19,1
"2979",60,18,39,1
"2980",60,18,6,1
"2981",60,18,6,1
"2982",60,18,11,1
"2983",60,18,6,1
"2984",60,18,22,1
"2985",60,18,9,1
"2986",60,18,6,1
"2987",60,18,7,1
"2988",60,18,56,1
"2989",60,18,13,1
"2990",60,18,12,1
"2991",60,18,4,1
"2992",60,18,4,1
"2993",60,18,15,1
"2994",60,18,20,1
"2995",60,18,8,1
"2996",60,18,11,1
"2997",60,18,29,1
"2998",60,18,30,1
"2999",60,18,8,1
"3000",60,18,20,1
"3001",70,18,11,1
"3002",70,18,22,1
"3003",70,18,33,1
"3004",70,18,26,1
"3005",70,18,10,1
"3006",70,18,7,1
"3007",70,18,7,1
"3008",70,18,20,1
"3009",70,18,21,1
"3010",70,18,9,1
"3011",70,18,19,1
"3012",70,18,16,1
"3013",70,18,10,1
"3014",70,18,15,1
"3015",70,18,19,1
"3016",70,18,20,1
"3017",70,18,7,1
"3018",70,18,12,1
"3019",70,18,19,1
"3020",70,18,8,1
"3021",70,18,9,1
"3022",70,18,16,1
"3023",70,18,14,1
"3024",70,18,8,1
"3025",70,18,7,1
"3026",70,18,13,1
"3027",70,18,8,1
"3028",70,18,9,1
"3029",70,18,27,1
"3030",70,18,5,1
"3031",70,18,13,1
"3032",70,18,17,1
"3033",70,18,27,1
"3034",70,18,92,1
"3035",70,18,8,1
"3036",70,18,3,1
"3037",70,18,11,1
"3038",70,18,14,1
"3039",70,18,66,1
"3040",70,18,31,1
"3041",70,18,49,1
"3042",70,18,18,1
"3043",70,18,16,1
"3044",70,18,14,1
"3045",70,18,7,1
"3046",70,18,18,1
"3047",70,18,17,1
"3048",70,18,12,1
"3049",70,18,24,1
"3050",70,18,19,1
"3051",70,18,13,1
"3052",70,18,15,1
"3053",70,18,9,1
"3054",70,18,13,1
"3055",70,18,10,1
"3056",70,18,17,1
"3057",70,18,46,1
"3058",70,18,5,1
"3059",70,18,16,1
"3060",70,18,60,1
"3061",70,18,22,1
"3062",70,18,30,1
"3063",70,18,10,1
"3064",70,18,26,1
"3065",70,18,10,1
"3066",70,18,16,1
"3067",70,18,5,1
"3068",70,18,8,1
"3069",70,18,18,1
"3070",70,18,14,1
"3071",70,18,16,1
"3072",70,18,14,1
"3073",70,18,44,1
"3074",70,18,17,1
"3075",70,18,7,1
"3076",70,18,2,1
"3077",70,18,5,1
"3078",70,18,5,1
"3079",70,18,24,1
"3080",70,18,13,1
"3081",70,18,13,1
"3082",70,18,8,1
"3083",70,18,9,1
"3084",70,18,25,1
"3085",70,18,19,1
"3086",70,18,12,1
"3087",70,18,14,1
"3088",70,18,15,1
"3089",70,18,11,1
"3090",70,18,11,1
"3091",70,18,27,1
"3092",70,18,8,1
"3093",70,18,13,1
"3094",70,18,16,1
"3095",70,18,18,1
"3096",70,18,21,1
"3097",70,18,16,1
"3098",70,18,16,1
"3099",70,18,8,1
"3100",70,18,12,1
"3101",70,18,17,1
"3102",70,18,8,1
"3103",70,18,25,1
"3104",70,18,12,1
"3105",70,18,14,1
"3106",70,18,10,1
"3107",70,18,15,1
"3108",70,18,21,1
"3109",70,18,5,1
"3110",70,18,32,1
"3111",70,18,20,1
"3112",70,18,46,1
"3113",70,18,7,1
"3114",70,18,18,1
"3115",70,18,9,1
"3116",70,18,3,1
"3117",70,18,31,1
"3118",70,18,10,1
"3119",70,18,7,1
"3120",70,18,14,1
"3121",70,18,14,1
"3122",70,18,7,1
"3123",70,18,30,1
"3124",70,18,7,1
"3125",70,18,13,1
"3126",70,18,28,1
"3127",70,18,17,1
"3128",70,18,7,1
"3129",70,18,4,1
"3130",70,18,22,1
"3131",70,18,16,1
"3132",70,18,24,1
"3133",70,18,25,1
"3134",70,18,68,1
"3135",70,18,16,1
"3136",70,18,18,1
"3137",70,18,4,1
"3138",70,18,10,1
"3139",70,18,18,1
"3140",70,18,4,1
"3141",70,18,10,1
"3142",70,18,25,1
"3143",70,18,6,1
"3144",70,18,17,1
"3145",70,18,25,1
"3146",70,18,9,1
"3147",70,18,18,1
"3148",70,18,54,1
"3149",70,18,14,1
"3150",70,18,24,1
"3151",70,18,10,1
"3152",70,18,13,1
"3153",70,18,10,1
"3154",70,18,9,1
"3155",70,18,21,1
"3156",70,18,14,1
"3157",70,18,27,1
"3158",70,18,69,1
"3159",70,18,9,1
"3160",70,18,13,1
"3161",70,18,19,1
"3162",70,18,9,1
"3163",70,18,6,1
"3164",70,18,18,1
"3165",70,18,3,1
"3166",70,18,19,1
"3167",70,18,13,1
"3168",70,18,14,1
"3169",70,18,28,1
"3170",70,18,11,1
"3171",70,18,26,1
"3172",70,18,7,1
"3173",70,18,14,1
"3174",70,18,16,1
"3175",70,18,10,1
"3176",70,18,10,1
"3177",70,18,6,1
"3178",70,18,4,1
"3179",70,18,17,1
"3180",70,18,20,1
"3181",70,18,78,1
"3182",70,18,14,1
"3183",70,18,5,1
"3184",70,18,7,1
"3185",70,18,11,1
"3186",70,18,10,1
"3187",70,18,6,1
"3188",70,18,8,1
"3189",70,18,7,1
"3190",70,18,70,1
"3191",70,18,10,1
"3192",70,18,7,1
"3193",70,18,24,1
"3194",70,18,22,1
"3195",70,18,5,1
"3196",70,18,22,1
"3197",70,18,50,1
"3198",70,18,20,1
"3199",70,18,7,1
"3200",70,18,14,1
"3201",80,18,21,1
"3202",80,18,13,1
"3203",80,18,15,1
"3204",80,18,4,1
"3205",80,18,17,1
"3206",80,18,18,1
"3207",80,18,14,1
"3208",80,18,2,1
"3209",80,18,18,1
"3210",80,18,13,1
"3211",80,18,8,1
"3212",80,18,17,1
"3213",80,18,5,1
"3214",80,18,17,1
"3215",80,18,22,1
"3216",80,18,5,1
"3217",80,18,11,1
"3218",80,18,30,1
"3219",80,18,19,1
"3220",80,18,6,1
"3221",80,18,15,1
"3222",80,18,28,1
"3223",80,18,12,1
"3224",80,18,2,1
"3225",80,18,18,1
"3226",80,18,24,1
"3227",80,18,15,1
"3228",80,18,22,1
"3229",80,18,6,1
"3230",80,18,10,1
"3231",80,18,22,1
"3232",80,18,45,1
"3233",80,18,11,1
"3234",80,18,12,1
"3235",80,18,14,1
"3236",80,18,10,1
"3237",80,18,11,1
"3238",80,18,6,1
"3239",80,18,6,1
"3240",80,18,14,1
"3241",80,18,8,1
"3242",80,18,17,1
"3243",80,18,29,1
"3244",80,18,9,1
"3245",80,18,9,1
"3246",80,18,8,1
"3247",80,18,11,1
"3248",80,18,24,1
"3249",80,18,14,1
"3250",80,18,28,1
"3251",80,18,27,1
"3252",80,18,9,1
"3253",80,18,20,1
"3254",80,18,6,1
"3255",80,18,14,1
"3256",80,18,17,1
"3257",80,18,9,1
"3258",80,18,6,1
"3259",80,18,24,1
"3260",80,18,17,1
"3261",80,18,8,1
"3262",80,18,9,1
"3263",80,18,37,1
"3264",80,18,27,1
"3265",80,18,14,1
"3266",80,18,20,1
"3267",80,18,20,1
"3268",80,18,12,1
"3269",80,18,17,1
"3270",80,18,11,1
"3271",80,18,5,1
"3272",80,18,5,1
"3273",80,18,23,1
"3274",80,18,8,1
"3275",80,18,3,1
"3276",80,18,13,1
"3277",80,18,22,1
"3278",80,18,14,1
"3279",80,18,11,1
"3280",80,18,14,1
"3281",80,18,20,1
"3282",80,18,4,1
"3283",80,18,13,1
"3284",80,18,8,1
"3285",80,18,4,1
"3286",80,18,8,1
"3287",80,18,10,1
"3288",80,18,13,1
"3289",80,18,3,1
"3290",80,18,23,1
"3291",80,18,24,1
"3292",80,18,34,1
"3293",80,18,9,1
"3294",80,18,53,1
"3295",80,18,14,1
"3296",80,18,8,1
"3297",80,18,20,1
"3298",80,18,38,1
"3299",80,18,10,1
"3300",80,18,42,1
"3301",80,18,15,1
"3302",80,18,8,1
"3303",80,18,12,1
"3304",80,18,9,1
"3305",80,18,17,1
"3306",80,18,14,1
"3307",80,18,15,1
"3308",80,18,13,1
"3309",80,18,14,1
"3310",80,18,26,1
"3311",80,18,20,1
"3312",80,18,26,1
"3313",80,18,38,1
"3314",80,18,14,1
"3315",80,18,13,1
"3316",80,18,19,1
"3317",80,18,14,1
"3318",80,18,23,1
"3319",80,18,15,1
"3320",80,18,9,1
"3321",80,18,5,1
"3322",80,18,42,1
"3323",80,18,10,1
"3324",80,18,16,1
"3325",80,18,6,1
"3326",80,18,9,1
"3327",80,18,20,1
"3328",80,18,7,1
"3329",80,18,41,1
"3330",80,18,16,1
"3331",80,18,68,1
"3332",80,18,14,1
"3333",80,18,9,1
"3334",80,18,8,1
"3335",80,18,47,1
"3336",80,18,28,1
"3337",80,18,14,1
"3338",80,18,13,1
"3339",80,18,17,1
"3340",80,18,21,1
"3341",80,18,6,1
"3342",80,18,20,1
"3343",80,18,7,1
"3344",80,18,3,1
"3345",80,18,6,1
"3346",80,18,10,1
"3347",80,18,29,1
"3348",80,18,6,1
"3349",80,18,41,1
"3350",80,18,13,1
"3351",80,18,10,1
"3352",80,18,13,1
"3353",80,18,23,1
"3354",80,18,18,1
"3355",80,18,11,1
"3356",80,18,23,1
"3357",80,18,8,1
"3358",80,18,13,1
"3359",80,18,13,1
"3360",80,18,15,1
"3361",80,18,3,1
"3362",80,18,11,1
"3363",80,18,17,1
"3364",80,18,5,1
"3365",80,18,45,1
"3366",80,18,10,1
"3367",80,18,7,1
"3368",80,18,7,1
"3369",80,18,15,1
"3370",80,18,10,1
"3371",80,18,13,1
"3372",80,18,13,1
"3373",80,18,9,1
"3374",80,18,48,1
"3375",80,18,19,1
"3376",80,18,15,1
"3377",80,18,15,1
"3378",80,18,34,1
"3379",80,18,20,1
"3380",80,18,8,1
"3381",80,18,8,1
"3382",80,18,6,1
"3383",80,18,8,1
"3384",80,18,15,1
"3385",80,18,13,1
"3386",80,18,17,1
"3387",80,18,13,1
"3388",80,18,27,1
"3389",80,18,18,1
"3390",80,18,8,1
"3391",80,18,7,1
"3392",80,18,17,1
"3393",80,18,25,1
"3394",80,18,6,1
"3395",80,18,16,1
"3396",80,18,10,1
"3397",80,18,13,1
"3398",80,18,22,1
"3399",80,18,10,1
"3400",80,18,7,1
"3401",90,18,6,1
"3402",90,18,13,1
"3403",90,18,24,1
"3404",90,18,11,1
"3405",90,18,16,1
"3406",90,18,10,1
"3407",90,18,31,1
"3408",90,18,62,1
"3409",90,18,29,1
"3410",90,18,5,1
"3411",90,18,12,1
"3412",90,18,24,1
"3413",90,18,17,1
"3414",90,18,15,1
"3415",90,18,33,1
"3416",90,18,7,1
"3417",90,18,14,1
"3418",90,18,12,1
"3419",90,18,17,1
"3420",90,18,15,1
"3421",90,18,12,1
"3422",90,18,17,1
"3423",90,18,14,1
"3424",90,18,18,1
"3425",90,18,22,1
"3426",90,18,7,1
"3427",90,18,9,1
"3428",90,18,26,1
"3429",90,18,6,1
"3430",90,18,11,1
"3431",90,18,15,1
"3432",90,18,6,1
"3433",90,18,21,1
"3434",90,18,14,1
"3435",90,18,25,1
"3436",90,18,12,1
"3437",90,18,6,1
"3438",90,18,53,1
"3439",90,18,14,1
"3440",90,18,9,1
"3441",90,18,17,1
"3442",90,18,19,1
"3443",90,18,12,1
"3444",90,18,23,1
"3445",90,18,18,1
"3446",90,18,11,1
"3447",90,18,61,1
"3448",90,18,39,1
"3449",90,18,9,1
"3450",90,18,19,1
"3451",90,18,4,1
"3452",90,18,14,1
"3453",90,18,8,1
"3454",90,18,39,1
"3455",90,18,8,1
"3456",90,18,15,1
"3457",90,18,18,1
"3458",90,18,21,1
"3459",90,18,7,1
"3460",90,18,12,1
"3461",90,18,10,1
"3462",90,18,8,1
"3463",90,18,7,1
"3464",90,18,6,1
"3465",90,18,35,1
"3466",90,18,32,1
"3467",90,18,25,1
"3468",90,18,25,1
"3469",90,18,35,1
"3470",90,18,9,1
"3471",90,18,16,1
"3472",90,18,61,1
"3473",90,18,26,1
"3474",90,18,8,1
"3475",90,18,4,1
"3476",90,18,19,1
"3477",90,18,9,1
"3478",90,18,5,1
"3479",90,18,11,1
"3480",90,18,6,1
"3481",90,18,5,1
"3482",90,18,32,1
"3483",90,18,9,1
"3484",90,18,36,1
"3485",90,18,10,1
"3486",90,18,15,1
"3487",90,18,18,1
"3488",90,18,13,1
"3489",90,18,43,1
"3490",90,18,30,1
"3491",90,18,12,1
"3492",90,18,8,1
"3493",90,18,6,1
"3494",90,18,6,1
"3495",90,18,21,1
"3496",90,18,8,1
"3497",90,18,22,1
"3498",90,18,15,1
"3499",90,18,13,1
"3500",90,18,14,1
"3501",90,18,18,1
"3502",90,18,22,1
"3503",90,18,4,1
"3504",90,18,10,1
"3505",90,18,24,1
"3506",90,18,6,1
"3507",90,18,31,1
"3508",90,18,2,1
"3509",90,18,34,1
"3510",90,18,20,1
"3511",90,18,12,1
"3512",90,18,17,1
"3513",90,18,3,1
"3514",90,18,2,1
"3515",90,18,17,1
"3516",90,18,21,1
"3517",90,18,17,1
"3518",90,18,15,1
"3519",90,18,21,1
"3520",90,18,20,1
"3521",90,18,30,1
"3522",90,18,15,1
"3523",90,18,14,1
"3524",90,18,7,1
"3525",90,18,20,1
"3526",90,18,20,1
"3527",90,18,8,1
"3528",90,18,65,1
"3529",90,18,36,1
"3530",90,18,15,1
"3531",90,18,16,1
"3532",90,18,12,1
"3533",90,18,9,1
"3534",90,18,45,1
"3535",90,18,12,1
"3536",90,18,9,1
"3537",90,18,21,1
"3538",90,18,15,1
"3539",90,18,10,1
"3540",90,18,15,1
"3541",90,18,15,1
"3542",90,18,3,1
"3543",90,18,9,1
"3544",90,18,5,1
"3545",90,18,11,1
"3546",90,18,15,1
"3547",90,18,16,1
"3548",90,18,9,1
"3549",90,18,33,1
"3550",90,18,21,1
"3551",90,18,12,1
"3552",90,18,12,1
"3553",90,18,10,1
"3554",90,18,5,1
"3555",90,18,16,1
"3556",90,18,11,1
"3557",90,18,9,1
"3558",90,18,3,1
"3559",90,18,7,1
"3560",90,18,20,1
"3561",90,18,18,1
"3562",90,18,43,1
"3563",90,18,16,1
"3564",90,18,19,1
"3565",90,18,28,1
"3566",90,18,3,1
"3567",90,18,79,1
"3568",90,18,10,1
"3569",90,18,8,1
"3570",90,18,12,1
"3571",90,18,4,1
"3572",90,18,22,1
"3573",90,18,8,1
"3574",90,18,15,1
"3575",90,18,5,1
"3576",90,18,42,1
"3577",90,18,15,1
