"","n","k","Largos","NA","distri"
"2067",80,15,4,2,2
"2068",80,15,51,2,2
"2069",80,15,7,2,2
"2070",80,15,2,2,2
"2071",80,15,18,2,2
"2072",80,15,34,2,2
"2073",80,15,14,2,2
"2074",80,15,9,2,2
"2075",80,15,4,2,2
"2076",80,15,10,2,2
"2077",80,15,24,2,2
"2078",80,15,18,2,2
"2079",80,15,13,2,2
"2080",80,15,10,2,2
"2081",80,15,17,2,2
"2082",80,15,19,2,2
"2083",80,15,16,2,2
"2084",80,15,9,2,2
"2085",80,15,8,2,2
"2086",80,15,14,2,2
"2087",80,15,6,2,2
"2088",80,15,19,2,2
"2089",80,15,10,2,2
"2090",80,15,8,2,2
"2091",80,15,24,2,2
"2092",80,15,31,2,2
"2093",80,15,20,2,2
"2094",80,15,16,2,2
"2095",80,15,5,2,2
"2096",80,15,26,2,2
"2097",80,15,43,2,2
"2098",80,15,26,2,2
"2099",80,15,22,2,2
"2100",80,15,47,2,2
"2101",80,15,16,2,2
"2102",80,15,6,2,2
"2103",80,15,13,2,2
"2104",80,15,8,2,2
"2105",80,15,11,2,2
"2106",80,15,58,2,2
"2107",80,15,19,2,2
"2108",80,15,22,2,2
"2109",80,15,18,2,2
"2110",80,15,54,2,2
"2111",80,15,7,2,2
"2112",80,15,9,2,2
"2113",80,15,24,2,2
"2114",80,15,19,2,2
"2115",80,15,6,2,2
"2116",80,15,8,2,2
"2117",80,15,25,2,2
"2118",80,15,13,2,2
"2119",80,15,15,2,2
"2120",80,15,15,2,2
"2121",80,15,24,2,2
"2122",80,15,39,2,2
"2123",80,15,15,2,2
"2124",80,15,13,2,2
"2125",80,15,34,2,2
"2126",80,15,20,2,2
"2127",80,15,25,2,2
"2128",80,15,20,2,2
"2129",80,15,63,2,2
"2130",80,15,3,2,2
"2131",80,15,44,2,2
"2132",80,15,6,2,2
"2133",80,15,7,2,2
"2134",80,15,18,2,2
"2135",80,15,8,2,2
"2136",80,15,25,2,2
"2137",80,15,7,2,2
"2138",80,15,12,2,2
"2139",80,15,15,2,2
"2140",80,15,7,2,2
"2141",80,15,41,2,2
"2142",80,15,134,2,2
"2143",80,15,25,2,2
"2144",80,15,6,2,2
"2145",80,15,38,2,2
"2146",80,15,7,2,2
"2147",80,15,4,2,2
"2148",80,15,47,2,2
"2149",80,15,16,2,2
"2150",80,15,8,2,2
"2151",80,15,18,2,2
"2152",80,15,32,2,2
"2153",80,15,8,2,2
"2154",80,15,5,2,2
"2155",80,15,17,2,2
"2156",80,15,17,2,2
"2157",80,15,3,2,2
"2158",80,15,58,2,2
"2159",80,15,60,2,2
"2160",80,15,13,2,2
"2161",80,15,16,2,2
"2162",80,15,4,2,2
"2163",80,15,7,2,2
"2164",80,15,17,2,2
"2165",80,15,9,2,2
"2166",80,15,5,2,2
"2167",80,15,10,2,2
"2168",80,15,11,2,2
"2169",80,15,14,2,2
"2170",80,15,9,2,2
"2171",80,15,34,2,2
"2172",80,15,23,2,2
"2173",80,15,6,2,2
"2174",80,15,11,2,2
"2175",80,15,28,2,2
"2176",80,15,17,2,2
"2177",80,15,14,2,2
"2178",80,15,31,2,2
"2179",80,15,14,2,2
"2180",80,15,6,2,2
"2181",80,15,8,2,2
"2182",80,15,13,2,2
"2183",80,15,13,2,2
"2184",80,15,10,2,2
"2185",80,15,19,2,2
"2186",80,15,11,2,2
"2187",80,15,20,2,2
"2188",80,15,2,2,2
"2189",80,15,11,2,2
"2190",80,15,12,2,2
"2191",80,15,13,2,2
"2192",80,15,17,2,2
"2193",80,15,13,2,2
"2194",80,15,32,2,2
"2195",80,15,8,2,2
"2196",80,15,22,2,2
"2197",80,15,13,2,2
"2198",80,15,16,2,2
"2199",80,15,11,2,2
"2200",80,15,10,2,2
"2201",90,15,11,2,2
"2202",90,15,14,2,2
"2203",90,15,19,2,2
"2204",90,15,24,2,2
"2205",90,15,11,2,2
"2206",90,15,8,2,2
"2207",90,15,7,2,2
"2208",90,15,9,2,2
"2209",90,15,5,2,2
"2210",90,15,9,2,2
"2211",90,15,13,2,2
"2212",90,15,19,2,2
"2213",90,15,7,2,2
"2214",90,15,12,2,2
"2215",90,15,2,2,2
"2216",90,15,11,2,2
"2217",90,15,18,2,2
"2218",90,15,5,2,2
"2219",90,15,13,2,2
"2220",90,15,4,2,2
"2221",90,15,6,2,2
"2222",90,15,13,2,2
"2223",90,15,9,2,2
"2224",90,15,11,2,2
"2225",90,15,12,2,2
"2226",90,15,5,2,2
"2227",90,15,13,2,2
"2228",90,15,16,2,2
"2229",90,15,9,2,2
"2230",90,15,6,2,2
"2231",90,15,10,2,2
"2232",90,15,15,2,2
"2233",90,15,56,2,2
"2234",90,15,14,2,2
"2235",90,15,36,2,2
"2236",90,15,6,2,2
"2237",90,15,17,2,2
"2238",90,15,3,2,2
"2239",90,15,13,2,2
"2240",90,15,14,2,2
"2241",90,15,7,2,2
"2242",90,15,21,2,2
"2243",90,15,19,2,2
"2244",90,15,13,2,2
"2245",90,15,13,2,2
"2246",90,15,13,2,2
"2247",90,15,9,2,2
"2248",90,15,30,2,2
"2249",90,15,35,2,2
"2250",90,15,10,2,2
"2251",90,15,9,2,2
"2252",90,15,4,2,2
"2253",90,15,21,2,2
"2254",90,15,14,2,2
"2255",90,15,6,2,2
"2256",90,15,20,2,2
"2257",90,15,9,2,2
"2258",90,15,12,2,2
"2259",90,15,5,2,2
"2260",90,15,4,2,2
"2261",90,15,18,2,2
"2262",90,15,9,2,2
"2263",90,15,15,2,2
"2264",90,15,14,2,2
"2265",90,15,22,2,2
"2266",90,15,6,2,2
"2267",90,15,13,2,2
"2268",90,15,6,2,2
"2269",90,15,24,2,2
"2270",90,15,6,2,2
"2271",90,15,8,2,2
"2272",90,15,11,2,2
"2273",90,15,15,2,2
"2274",90,15,7,2,2
"2275",90,15,13,2,2
"2276",90,15,7,2,2
"2277",90,15,10,2,2
"2278",90,15,12,2,2
"2279",90,15,9,2,2
"2280",90,15,9,2,2
"2281",90,15,21,2,2
"2282",90,15,6,2,2
"2283",90,15,21,2,2
"2284",90,15,10,2,2
"2285",90,15,10,2,2
"2286",90,15,19,2,2
"2287",90,15,25,2,2
"2288",90,15,9,2,2
"2289",90,15,14,2,2
"2290",90,15,3,2,2
"2291",90,15,7,2,2
"2292",90,15,37,2,2
"2293",90,15,20,2,2
"2294",90,15,15,2,2
"2295",90,15,10,2,2
"2296",90,15,8,2,2
"2297",90,15,12,2,2
"2298",90,15,18,2,2
"2299",90,15,17,2,2
"2300",90,15,22,2,2
"2301",90,15,6,2,2
"2302",90,15,14,2,2
"2303",90,15,82,2,2
"2304",90,15,15,2,2
"2305",90,15,23,2,2
"2306",90,15,10,2,2
"2307",90,15,37,2,2
"2308",90,15,20,2,2
"2309",90,15,27,2,2
"2310",90,15,13,2,2
"2311",90,15,29,2,2
"2312",90,15,14,2,2
"2313",90,15,9,2,2
"2314",90,15,18,2,2
"2315",90,15,7,2,2
"2316",90,15,9,2,2
"2317",90,15,13,2,2
"2318",90,15,53,2,2
"2319",90,15,2,2,2
"2320",90,15,10,2,2
"2321",90,15,46,2,2
"2322",90,15,62,2,2
"2323",90,15,6,2,2
"2324",90,15,11,2,2
"2325",90,15,24,2,2
"2326",90,15,9,2,2
"2327",90,15,40,2,2
"2328",90,15,7,2,2
"2329",90,15,22,2,2
"2330",90,15,18,2,2
"2331",90,15,10,2,2
"2332",90,15,10,2,2
"2333",90,15,6,2,2
"2334",90,15,13,2,2
"2335",90,15,4,2,2
"2336",90,15,17,2,2
"2337",90,15,12,2,2
"2338",90,15,21,2,2
"2339",90,15,11,2,2
"2340",90,15,5,2,2
"2341",90,15,11,2,2
"2342",90,15,7,2,2
"2343",90,15,34,2,2
"2344",90,15,18,2,2
"2345",90,15,9,2,2
"2346",90,15,11,2,2
"2347",90,15,11,2,2
"2348",90,15,12,2,2
"2349",90,15,8,2,2
"2350",90,15,15,2,2
"2351",90,15,8,2,2
"2352",90,15,13,2,2
"2353",90,15,11,2,2
"2354",90,15,14,2,2
"2355",90,15,18,2,2
"2356",90,15,26,2,2
"2357",90,15,21,2,2
"2358",90,15,97,2,2
"2359",90,15,33,2,2
"2360",90,15,10,2,2
"2361",90,15,15,2,2
"2362",90,15,8,2,2
"2363",90,15,13,2,2
"2364",90,15,13,2,2
"2365",90,15,9,2,2
"2366",90,15,23,2,2
"2367",90,15,8,2,2
"2368",90,15,13,2,2
"2369",90,15,6,2,2
"2370",90,15,20,2,2
"2371",90,15,5,2,2
"2372",90,15,51,2,2
"2373",90,15,16,2,2
"2374",90,15,12,2,2
"2375",90,15,11,2,2
"2376",90,15,18,2,2
"2377",90,15,15,2,2
"2378",90,15,47,2,2
"2379",90,15,9,2,2
"2380",90,15,8,2,2
"2381",90,15,13,2,2
"2382",90,15,29,2,2
"2383",90,15,15,2,2
"2384",90,15,26,2,2
"2385",90,15,23,2,2
"2386",90,15,14,2,2
"2387",90,15,6,2,2
"2388",90,15,20,2,2
"2389",90,15,32,2,2
"2390",90,15,20,2,2
"2391",90,15,16,2,2
"2392",90,15,11,2,2
"2393",90,15,17,2,2
"2394",90,15,7,2,2
"2395",90,15,8,2,2
"2396",90,15,3,2,2
"2397",90,15,8,2,2
"2398",90,15,15,2,2
"2399",90,15,9,2,2
"2400",90,15,8,2,2
"2401",40,18,81,2,2
"2402",40,18,18,2,2
"2403",40,18,16,2,2
"2404",40,18,46,2,2
"2405",40,18,38,2,2
"2406",40,18,12,2,2
"2407",40,18,21,2,2
"2408",40,18,32,2,2
"2409",40,18,75,2,2
"2410",40,18,52,2,2
"2411",40,18,8,2,2
"2412",40,18,15,2,2
"2413",40,18,41,2,2
"2414",40,18,16,2,2
"2415",40,18,16,2,2
"2416",40,18,40,2,2
"2417",40,18,20,2,2
"2418",40,18,9,2,2
"2419",40,18,11,2,2
"2420",40,18,7,2,2
"2421",40,18,34,2,2
"2422",40,18,4,2,2
"2423",40,18,6,2,2
"2424",40,18,51,2,2
"2425",40,18,36,2,2
"2426",40,18,16,2,2
"2427",40,18,17,2,2
"2428",40,18,6,2,2
"2429",40,18,26,2,2
"2430",40,18,3,2,2
"2431",40,18,17,2,2
"2432",40,18,23,2,2
"2433",40,18,68,2,2
"2434",40,18,4,2,2
"2435",40,18,80,2,2
"2436",40,18,47,2,2
"2437",40,18,4,2,2
"2438",40,18,13,2,2
"2439",40,18,114,2,2
"2440",40,18,62,2,2
"2441",40,18,34,2,2
"2442",40,18,9,2,2
"2443",40,18,18,2,2
"2444",40,18,35,2,2
"2445",40,18,15,2,2
"2446",40,18,21,2,2
"2447",40,18,16,2,2
"2448",40,18,53,2,2
"2449",40,18,17,2,2
"2450",40,18,63,2,2
"2451",40,18,14,2,2
"2452",40,18,13,2,2
"2453",40,18,77,2,2
"2454",40,18,9,2,2
"2455",40,18,56,2,2
"2456",40,18,132,2,2
"2457",40,18,10,2,2
"2458",40,18,26,2,2
"2459",40,18,29,2,2
"2460",40,18,17,2,2
"2461",40,18,14,2,2
"2462",40,18,28,2,2
"2463",40,18,6,2,2
"2464",40,18,2,2,2
"2465",40,18,19,2,2
"2466",40,18,17,2,2
"2467",40,18,22,2,2
"2468",40,18,14,2,2
"2469",40,18,34,2,2
"2470",40,18,25,2,2
"2471",40,18,15,2,2
"2472",40,18,18,2,2
"2473",40,18,27,2,2
"2474",40,18,10,2,2
"2475",40,18,9,2,2
"2476",40,18,7,2,2
"2477",40,18,2,2,2
"2478",40,18,33,2,2
"2479",40,18,48,2,2
"2480",40,18,88,2,2
"2481",40,18,35,2,2
"2482",40,18,17,2,2
"2483",40,18,10,2,2
"2484",40,18,8,2,2
"2485",40,18,8,2,2
"2486",40,18,13,2,2
"2487",40,18,14,2,2
"2488",40,18,64,2,2
"2489",40,18,18,2,2
"2490",40,18,42,2,2
"2491",40,18,12,2,2
"2492",40,18,8,2,2
"2493",40,18,17,2,2
"2494",40,18,67,2,2
"2495",40,18,13,2,2
"2496",40,18,6,2,2
"2497",40,18,71,2,2
"2498",40,18,22,2,2
"2499",40,18,16,2,2
"2500",40,18,26,2,2
"2501",40,18,22,2,2
"2502",40,18,2,2,2
"2503",40,18,25,2,2
"2504",40,18,11,2,2
"2505",40,18,5,2,2
"2506",40,18,23,2,2
"2507",40,18,10,2,2
"2508",40,18,9,2,2
"2509",40,18,6,2,2
"2510",40,18,16,2,2
"2511",40,18,9,2,2
"2512",40,18,63,2,2
"2513",40,18,47,2,2
"2514",40,18,6,2,2
"2515",40,18,18,2,2
"2516",40,18,23,2,2
"2517",40,18,7,2,2
"2518",40,18,4,2,2
"2519",40,18,18,2,2
"2520",40,18,24,2,2
"2521",40,18,48,2,2
"2522",40,18,8,2,2
"2523",40,18,9,2,2
"2524",40,18,9,2,2
"2525",40,18,16,2,2
"2526",40,18,14,2,2
"2527",40,18,2,2,2
"2528",40,18,17,2,2
"2529",40,18,77,2,2
"2530",40,18,10,2,2
"2531",40,18,52,2,2
"2532",40,18,4,2,2
"2533",40,18,121,2,2
"2534",40,18,31,2,2
"2535",40,18,33,2,2
"2536",40,18,10,2,2
"2537",40,18,7,2,2
"2538",40,18,64,2,2
"2539",40,18,29,2,2
"2540",40,18,70,2,2
"2541",40,18,42,2,2
"2542",40,18,8,2,2
"2543",40,18,2,2,2
"2544",40,18,6,2,2
"2545",40,18,3,2,2
"2546",40,18,5,2,2
"2547",40,18,13,2,2
"2548",40,18,43,2,2
"2549",40,18,46,2,2
"2550",40,18,8,2,2
"2551",40,18,22,2,2
"2552",40,18,20,2,2
"2553",40,18,22,2,2
"2554",40,18,9,2,2
"2555",40,18,54,2,2
"2556",40,18,14,2,2
"2557",40,18,15,2,2
"2558",40,18,7,2,2
"2559",40,18,26,2,2
"2560",40,18,3,2,2
"2561",40,18,10,2,2
"2562",40,18,17,2,2
"2563",40,18,43,2,2
"2564",40,18,38,2,2
"2565",40,18,23,2,2
"2566",40,18,105,2,2
"2567",40,18,7,2,2
"2568",40,18,114,2,2
"2569",40,18,27,2,2
"2570",40,18,47,2,2
"2571",40,18,8,2,2
"2572",40,18,9,2,2
"2573",40,18,16,2,2
"2574",40,18,46,2,2
"2575",40,18,97,2,2
"2576",40,18,19,2,2
"2577",40,18,7,2,2
"2578",40,18,15,2,2
"2579",40,18,16,2,2
"2580",40,18,34,2,2
"2581",40,18,26,2,2
"2582",40,18,20,2,2
"2583",40,18,14,2,2
"2584",40,18,38,2,2
"2585",40,18,34,2,2
"2586",40,18,31,2,2
"2587",40,18,24,2,2
"2588",40,18,3,2,2
"2589",40,18,9,2,2
"2590",40,18,9,2,2
"2591",40,18,29,2,2
"2592",40,18,10,2,2
"2593",40,18,19,2,2
"2594",40,18,150,2,2
"2595",40,18,21,2,2
"2596",40,18,10,2,2
"2597",40,18,12,2,2
"2598",40,18,23,2,2
"2599",40,18,38,2,2
"2600",40,18,26,2,2
"2601",50,18,15,2,2
"2602",50,18,30,2,2
"2603",50,18,4,2,2
"2604",50,18,7,2,2
"2605",50,18,27,2,2
"2606",50,18,7,2,2
"2607",50,18,13,2,2
"2608",50,18,4,2,2
"2609",50,18,6,2,2
"2610",50,18,40,2,2
"2611",50,18,8,2,2
"2612",50,18,16,2,2
"2613",50,18,17,2,2
"2614",50,18,8,2,2
"2615",50,18,8,2,2
"2616",50,18,8,2,2
"2617",50,18,16,2,2
"2618",50,18,2,2,2
"2619",50,18,15,2,2
"2620",50,18,8,2,2
"2621",50,18,14,2,2
"2622",50,18,58,2,2
"2623",50,18,11,2,2
"2624",50,18,16,2,2
"2625",50,18,8,2,2
"2626",50,18,5,2,2
"2627",50,18,12,2,2
"2628",50,18,9,2,2
"2629",50,18,22,2,2
"2630",50,18,7,2,2
"2631",50,18,34,2,2
"2632",50,18,6,2,2
"2633",50,18,22,2,2
"2634",50,18,20,2,2
"2635",50,18,15,2,2
"2636",50,18,11,2,2
"2637",50,18,13,2,2
"2638",50,18,11,2,2
"2639",50,18,7,2,2
"2640",50,18,10,2,2
"2641",50,18,15,2,2
"2642",50,18,18,2,2
"2643",50,18,5,2,2
"2644",50,18,15,2,2
"2645",50,18,13,2,2
"2646",50,18,6,2,2
"2647",50,18,6,2,2
"2648",50,18,6,2,2
"2649",50,18,31,2,2
"2650",50,18,14,2,2
"2651",50,18,24,2,2
"2652",50,18,8,2,2
"2653",50,18,7,2,2
"2654",50,18,24,2,2
"2655",50,18,14,2,2
"2656",50,18,22,2,2
"2657",50,18,8,2,2
"2658",50,18,5,2,2
"2659",50,18,16,2,2
"2660",50,18,11,2,2
"2661",50,18,29,2,2
"2662",50,18,18,2,2
"2663",50,18,22,2,2
"2664",50,18,10,2,2
"2665",50,18,22,2,2
"2666",50,18,31,2,2
"2667",50,18,32,2,2
"2668",50,18,15,2,2
"2669",50,18,6,2,2
"2670",50,18,5,2,2
"2671",50,18,12,2,2
"2672",50,18,3,2,2
"2673",50,18,4,2,2
"2674",50,18,18,2,2
"2675",50,18,14,2,2
"2676",50,18,6,2,2
"2677",50,18,30,2,2
"2678",50,18,23,2,2
"2679",50,18,81,2,2
"2680",50,18,18,2,2
"2681",50,18,168,2,2
"2682",50,18,33,2,2
"2683",50,18,20,2,2
"2684",50,18,107,2,2
"2685",50,18,19,2,2
"2686",50,18,15,2,2
"2687",50,18,24,2,2
"2688",50,18,12,2,2
"2689",50,18,11,2,2
"2690",50,18,7,2,2
"2691",50,18,11,2,2
"2692",50,18,117,2,2
"2693",50,18,24,2,2
"2694",50,18,17,2,2
"2695",50,18,15,2,2
"2696",50,18,13,2,2
"2697",50,18,66,2,2
"2698",50,18,4,2,2
"2699",50,18,2,2,2
"2700",50,18,7,2,2
"2701",50,18,11,2,2
"2702",50,18,12,2,2
"2703",50,18,4,2,2
"2704",50,18,5,2,2
"2705",50,18,30,2,2
"2706",50,18,137,2,2
"2707",50,18,20,2,2
"2708",50,18,64,2,2
"2709",50,18,22,2,2
"2710",50,18,9,2,2
"2711",50,18,113,2,2
"2712",50,18,6,2,2
"2713",50,18,74,2,2
"2714",50,18,5,2,2
"2715",50,18,16,2,2
"2716",50,18,17,2,2
"2717",50,18,21,2,2
"2718",50,18,8,2,2
"2719",50,18,12,2,2
"2720",50,18,32,2,2
"2721",50,18,115,2,2
"2722",50,18,12,2,2
"2723",50,18,13,2,2
"2724",50,18,10,2,2
"2725",50,18,24,2,2
"2726",50,18,16,2,2
"2727",50,18,22,2,2
"2728",50,18,10,2,2
"2729",50,18,8,2,2
"2730",50,18,42,2,2
"2731",50,18,16,2,2
"2732",50,18,11,2,2
"2733",50,18,19,2,2
"2734",50,18,2,2,2
"2735",50,18,22,2,2
"2736",50,18,11,2,2
"2737",50,18,13,2,2
"2738",50,18,26,2,2
"2739",50,18,38,2,2
"2740",50,18,7,2,2
"2741",50,18,89,2,2
"2742",50,18,19,2,2
"2743",50,18,13,2,2
"2744",50,18,13,2,2
"2745",50,18,20,2,2
"2746",50,18,21,2,2
"2747",50,18,22,2,2
"2748",50,18,16,2,2
"2749",50,18,8,2,2
"2750",50,18,8,2,2
"2751",50,18,4,2,2
"2752",50,18,4,2,2
"2753",50,18,15,2,2
"2754",50,18,4,2,2
"2755",50,18,12,2,2
"2756",50,18,14,2,2
"2757",50,18,18,2,2
"2758",50,18,88,2,2
"2759",50,18,19,2,2
"2760",50,18,6,2,2
"2761",50,18,8,2,2
"2762",50,18,25,2,2
"2763",50,18,10,2,2
"2764",50,18,13,2,2
"2765",50,18,55,2,2
"2766",50,18,6,2,2
"2767",50,18,8,2,2
"2768",50,18,21,2,2
"2769",50,18,31,2,2
"2770",50,18,22,2,2
"2771",50,18,3,2,2
"2772",50,18,2,2,2
"2773",50,18,10,2,2
"2774",50,18,87,2,2
"2775",50,18,113,2,2
"2776",50,18,32,2,2
"2777",50,18,23,2,2
"2778",50,18,28,2,2
"2779",50,18,8,2,2
"2780",50,18,19,2,2
"2781",50,18,100,2,2
"2782",50,18,14,2,2
"2783",50,18,17,2,2
"2784",50,18,46,2,2
"2785",50,18,6,2,2
"2786",50,18,16,2,2
"2787",50,18,18,2,2
"2788",50,18,27,2,2
"2789",50,18,5,2,2
"2790",50,18,24,2,2
"2791",50,18,11,2,2
"2792",50,18,10,2,2
"2793",50,18,8,2,2
"2794",50,18,8,2,2
"2795",50,18,5,2,2
"2796",50,18,19,2,2
"2797",50,18,14,2,2
"2798",50,18,10,2,2
"2799",50,18,12,2,2
"2800",50,18,5,2,2
"2801",60,18,6,2,2
"2802",60,18,23,2,2
"2803",60,18,10,2,2
"2804",60,18,41,2,2
"2805",60,18,6,2,2
"2806",60,18,7,2,2
"2807",60,18,18,2,2
"2808",60,18,12,2,2
"2809",60,18,47,2,2
"2810",60,18,10,2,2
"2811",60,18,11,2,2
"2812",60,18,10,2,2
"2813",60,18,11,2,2
"2814",60,18,53,2,2
"2815",60,18,75,2,2
"2816",60,18,16,2,2
"2817",60,18,10,2,2
"2818",60,18,20,2,2
"2819",60,18,30,2,2
"2820",60,18,39,2,2
"2821",60,18,76,2,2
"2822",60,18,10,2,2
"2823",60,18,49,2,2
"2824",60,18,13,2,2
"2825",60,18,8,2,2
"2826",60,18,46,2,2
"2827",60,18,9,2,2
"2828",60,18,4,2,2
"2829",60,18,11,2,2
"2830",60,18,14,2,2
"2831",60,18,16,2,2
"2832",60,18,17,2,2
"2833",60,18,3,2,2
"2834",60,18,7,2,2
"2835",60,18,9,2,2
"2836",60,18,7,2,2
"2837",60,18,8,2,2
"2838",60,18,31,2,2
"2839",60,18,3,2,2
"2840",60,18,16,2,2
"2841",60,18,18,2,2
"2842",60,18,17,2,2
"2843",60,18,63,2,2
"2844",60,18,5,2,2
"2845",60,18,17,2,2
"2846",60,18,12,2,2
"2847",60,18,23,2,2
"2848",60,18,13,2,2
"2849",60,18,15,2,2
"2850",60,18,8,2,2
"2851",60,18,21,2,2
"2852",60,18,19,2,2
"2853",60,18,7,2,2
"2854",60,18,18,2,2
"2855",60,18,16,2,2
"2856",60,18,5,2,2
"2857",60,18,5,2,2
"2858",60,18,3,2,2
"2859",60,18,17,2,2
"2860",60,18,10,2,2
"2861",60,18,28,2,2
"2862",60,18,13,2,2
"2863",60,18,13,2,2
"2864",60,18,16,2,2
"2865",60,18,25,2,2
"2866",60,18,27,2,2
"2867",60,18,40,2,2
"2868",60,18,9,2,2
"2869",60,18,9,2,2
"2870",60,18,18,2,2
"2871",60,18,34,2,2
"2872",60,18,12,2,2
"2873",60,18,4,2,2
"2874",60,18,3,2,2
"2875",60,18,12,2,2
"2876",60,18,7,2,2
"2877",60,18,4,2,2
"2878",60,18,4,2,2
"2879",60,18,10,2,2
"2880",60,18,11,2,2
"2881",60,18,11,2,2
"2882",60,18,51,2,2
"2883",60,18,12,2,2
"2884",60,18,12,2,2
"2885",60,18,17,2,2
"2886",60,18,13,2,2
"2887",60,18,17,2,2
"2888",60,18,5,2,2
"2889",60,18,21,2,2
"2890",60,18,3,2,2
"2891",60,18,6,2,2
"2892",60,18,15,2,2
"2893",60,18,14,2,2
"2894",60,18,24,2,2
"2895",60,18,6,2,2
"2896",60,18,13,2,2
"2897",60,18,6,2,2
"2898",60,18,17,2,2
"2899",60,18,12,2,2
"2900",60,18,17,2,2
"2901",60,18,4,2,2
"2902",60,18,2,2,2
"2903",60,18,16,2,2
"2904",60,18,24,2,2
"2905",60,18,7,2,2
"2906",60,18,36,2,2
"2907",60,18,17,2,2
"2908",60,18,13,2,2
"2909",60,18,8,2,2
"2910",60,18,11,2,2
"2911",60,18,20,2,2
"2912",60,18,70,2,2
"2913",60,18,31,2,2
"2914",60,18,16,2,2
"2915",60,18,12,2,2
"2916",60,18,17,2,2
"2917",60,18,4,2,2
"2918",60,18,10,2,2
"2919",60,18,6,2,2
"2920",60,18,38,2,2
"2921",60,18,48,2,2
"2922",60,18,19,2,2
"2923",60,18,10,2,2
"2924",60,18,70,2,2
"2925",60,18,55,2,2
"2926",60,18,21,2,2
"2927",60,18,17,2,2
"2928",60,18,17,2,2
"2929",60,18,17,2,2
"2930",60,18,45,2,2
"2931",60,18,9,2,2
"2932",60,18,29,2,2
"2933",60,18,5,2,2
"2934",60,18,27,2,2
"2935",60,18,10,2,2
"2936",60,18,8,2,2
"2937",60,18,21,2,2
"2938",60,18,3,2,2
"2939",60,18,13,2,2
"2940",60,18,30,2,2
"2941",60,18,11,2,2
"2942",60,18,15,2,2
"2943",60,18,28,2,2
"2944",60,18,31,2,2
"2945",60,18,11,2,2
"2946",60,18,3,2,2
"2947",60,18,17,2,2
"2948",60,18,8,2,2
"2949",60,18,17,2,2
"2950",60,18,26,2,2
"2951",60,18,12,2,2
"2952",60,18,13,2,2
"2953",60,18,4,2,2
"2954",60,18,11,2,2
"2955",60,18,18,2,2
"2956",60,18,24,2,2
"2957",60,18,40,2,2
"2958",60,18,20,2,2
"2959",60,18,9,2,2
"2960",60,18,18,2,2
"2961",60,18,10,2,2
"2962",60,18,3,2,2
"2963",60,18,71,2,2
"2964",60,18,30,2,2
"2965",60,18,7,2,2
"2966",60,18,15,2,2
"2967",60,18,28,2,2
"2968",60,18,9,2,2
"2969",60,18,26,2,2
"2970",60,18,13,2,2
"2971",60,18,46,2,2
"2972",60,18,26,2,2
"2973",60,18,9,2,2
"2974",60,18,46,2,2
"2975",60,18,5,2,2
"2976",60,18,8,2,2
"2977",60,18,13,2,2
"2978",60,18,93,2,2
"2979",60,18,20,2,2
"2980",60,18,6,2,2
"2981",60,18,7,2,2
"2982",60,18,19,2,2
"2983",60,18,11,2,2
"2984",60,18,30,2,2
"2985",60,18,44,2,2
"2986",60,18,48,2,2
"2987",60,18,5,2,2
"2988",60,18,36,2,2
"2989",60,18,15,2,2
"2990",60,18,11,2,2
"2991",60,18,5,2,2
"2992",60,18,22,2,2
"2993",60,18,8,2,2
"2994",60,18,2,2,2
"2995",60,18,16,2,2
"2996",60,18,7,2,2
"2997",60,18,6,2,2
"2998",60,18,8,2,2
"2999",60,18,23,2,2
"3000",60,18,9,2,2
"3001",70,18,9,2,2
"3002",70,18,16,2,2
"3003",70,18,18,2,2
"3004",70,18,18,2,2
"3005",70,18,16,2,2
"3006",70,18,4,2,2
"3007",70,18,15,2,2
"3008",70,18,11,2,2
"3009",70,18,12,2,2
"3010",70,18,26,2,2
"3011",70,18,14,2,2
"3012",70,18,13,2,2
"3013",70,18,18,2,2
"3014",70,18,3,2,2
"3015",70,18,29,2,2
"3016",70,18,28,2,2
"3017",70,18,24,2,2
"3018",70,18,15,2,2
"3019",70,18,7,2,2
"3020",70,18,4,2,2
"3021",70,18,9,2,2
"3022",70,18,13,2,2
"3023",70,18,9,2,2
"3024",70,18,54,2,2
"3025",70,18,12,2,2
"3026",70,18,24,2,2
"3027",70,18,68,2,2
"3028",70,18,14,2,2
"3029",70,18,17,2,2
"3030",70,18,14,2,2
"3031",70,18,15,2,2
"3032",70,18,9,2,2
"3033",70,18,16,2,2
"3034",70,18,31,2,2
"3035",70,18,22,2,2
"3036",70,18,16,2,2
"3037",70,18,18,2,2
"3038",70,18,14,2,2
"3039",70,18,5,2,2
"3040",70,18,12,2,2
"3041",70,18,103,2,2
"3042",70,18,13,2,2
"3043",70,18,13,2,2
"3044",70,18,50,2,2
"3045",70,18,3,2,2
"3046",70,18,66,2,2
"3047",70,18,28,2,2
"3048",70,18,6,2,2
"3049",70,18,16,2,2
"3050",70,18,6,2,2
"3051",70,18,53,2,2
"3052",70,18,8,2,2
"3053",70,18,8,2,2
"3054",70,18,5,2,2
"3055",70,18,30,2,2
"3056",70,18,13,2,2
"3057",70,18,8,2,2
"3058",70,18,20,2,2
"3059",70,18,14,2,2
"3060",70,18,2,2,2
"3061",70,18,10,2,2
"3062",70,18,13,2,2
"3063",70,18,14,2,2
"3064",70,18,5,2,2
